StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consumidor,Frequência,Lugar,Marcas,É consumidor,Como conheceu,Q44,Características,Falta na marca,Qualidades marcas,Classificação_1,Classificação_2,Classificação_3,Classificação_4,Classificação_5,Q42,Q34,Qualidade_NPS_GROUP,Qualidade,Diferencial,Pontos melhora,Q40,Q41,Lançamentos,Procura,Q30,Q45_1,Q45_2,Q45_3,Q45_4,Q45_5,Frequencia uso,Preço,Utilização,ticket,idade,reg,sel
2024-06-28 10:47:30,2024-06-28 10:55:57,IP Address,189.125.102.126,100,506,True,2024-06-28 10:55:57,R_5HxCgfftdrU1B0B,,,,,-15.7792,-47.9341,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Sim,,,,,,,,,,,,Redes sociais,Promoter,10,"Qualidade dos produtos,Design,Conforto,Trabalho artesanal,Atualização de modelos",Preço,Sim,5,4,"Procura pelo produto específico na internet,Acessa o site da marca diretamente,Visita lojas físicas para experimentar pessoalmente",Rede Sociais,4,2,5,1,3,1 ou 2 vez(es) na semana,3,Eventos sociais (festas e celebrações),fe2748b6-635c-41a9-8bb7-279005f64be1_0adc1c5cbd5af884,32,5,2
2024-06-28 10:55:32,2024-06-28 10:56:06,IP Address,187.121.149.64,100,33,True,2024-06-28 10:56:07,R_7t3w9h3TNr56MWO,,,,,-15.7792,-47.9341,anonymous,EN,Sim,A cada 6 meses,Online,Outras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ebf3b765-2e17-4f52-8d17-4c7cfc74730e_0adc1c5cbd5af884,44,5,3
2024-06-28 10:55:16,2024-06-28 10:57:06,IP Address,138.0.245.54,100,109,True,2024-06-28 10:57:06,R_6I9MvM4SM1oR3rM,,,,,-15.7783,-47.9319,anonymous,EN,Sim,Uma  vez por ano,Online,Outras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,be24e699-aaa4-45e7-8e18-2f12fae0306b_0adc1c5cbd5af884,25,5,3
2024-06-28 10:56:05,2024-06-28 10:57:28,IP Address,189.40.88.137,100,83,True,2024-06-28 10:57:29,R_6CQt58iiVKPldTO,,,,,-23.6283,-46.6409,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Tatiana Loureiro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d8645354-851b-452a-8b4f-ce38d5790a8e_0adc1c5cbd5af884,46,3,3
2024-06-28 10:57:03,2024-06-28 10:57:39,IP Address,170.244.66.246,100,36,True,2024-06-28 10:57:40,R_1eWdJpt9KWAzrzI,,,,,-23.6283,-46.6409,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,Arezzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84a03bcd-fe45-4d00-8c82-d48069daf76f_0adc1c5cbd5af884,24,3,3
2024-06-28 10:57:51,2024-06-28 10:58:42,IP Address,191.39.140.17,100,51,True,2024-06-28 10:58:43,R_6g8wPccxcMUMFge,,,,,-23.5335,-46.6359,anonymous,EN,Sim,A cada 6 meses,Loja Física,"Arezzo,Tatiana Loureiro,Alexandre Birman",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20ed01d9-b95f-4131-8359-ca1d045ef5d7_0adc1c5cbd5af884,53,3,3
2024-06-28 10:58:36,2024-06-28 10:59:11,IP Address,191.163.149.150,100,34,True,2024-06-28 10:59:11,R_3P8mhnrEbSpa7Ef,,,,,-23.6283,-46.6409,anonymous,EN,Sim,A cada 6 meses,Online,"Arezzo,Schutz,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77fa87bfb285c32a_0adc1c5cbd5af884_ad144986bcf410f3_c8ee155e7239727e4f52553a116b7bde,28,3,3
2024-06-28 10:58:23,2024-06-28 10:59:27,IP Address,200.33.96.112,100,63,True,2024-06-28 10:59:27,R_59jlXBBbHtcGuDV,,,,,-22.9201,-43.0811,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394d7498-752b-4986-a84c-40a863ff1849_0adc1c5cbd5af884,55,3,3
2024-06-28 10:21:14,2024-06-28 10:59:44,IP Address,201.17.87.63,100,2309,True,2024-06-28 10:59:44,R_6oBa3znta0culOk,,,,,-22.9072,-43.1883,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Outras",Não,Redes sociais,Rede Sociais,"Elegante,Sustentável,Exclusiva","Estratégias de marketing mais atraente,Presença mais forte nas redes sociais",Recomendações de amigos/familiares,4,3,2,1,5,Acessa o site da marca diretamente (qual marca?),,,,,,,,,,,,,,,,,,,00327da6-6d08-4d62-9e51-a7c08c8c84e3_0adc1c5cbd5af884,60,3,3
2024-06-28 11:00:10,2024-06-28 11:00:35,IP Address,85.113.93.186,100,25,True,2024-06-28 11:00:35,R_6jpTZFEYBJudxRv,,,,,-15.6158,-47.6528,anonymous,EN,Sim,Somente se os atuais não forem mais utilizáveis,Loja Física,"Arezzo,Schutz,Luiza Barcellos,Alexandre Birman",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a852ca56-c831-4167-8f9b-3451ec8f1a54_0adc1c5cbd5af884,30,5,3
2024-06-28 10:59:50,2024-06-28 11:00:45,IP Address,187.95.115.58,100,55,True,2024-06-28 11:00:45,R_8LdvAy2I9pbDuki,,,,,-25.5026,-49.2908,anonymous,EN,Sim,Uma  vez por ano,Ambos na mesma proporção,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cbd959d4afd96696_0adc1c5cbd5af884_b9110c22d3a70675_2cf899c212074f29ce2f69b23f752f39,23,4,3
2024-06-28 11:00:26,2024-06-28 11:00:49,IP Address,187.16.93.58,100,23,True,2024-06-28 11:00:50,R_3dYufSPy2rQtiET,,,,,-22.9201,-43.0811,anonymous,EN,Sim,A cada 6 meses,Online,Arezzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bae4cac4-5a32-4350-9bfc-995781bae83b_0adc1c5cbd5af884,52,3,2
2024-06-28 11:01:47,2024-06-28 11:02:33,IP Address,189.125.102.126,100,45,True,2024-06-28 11:02:33,R_5m8oHjEAfxp6NK9,,,,,-15.7792,-47.9341,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,Outras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0bf76784-028f-4b65-ba73-88e926cb862f_0adc1c5cbd5af884,33,5,3
2024-06-28 11:02:43,2024-06-28 11:03:20,IP Address,181.77.16.193,100,36,True,2024-06-28 11:03:20,R_6K8yuihV9RLL8bI,,,,,-19.9029,-43.9572,anonymous,EN,Não,Somente se os atuais não forem mais utilizáveis,Loja Física,"Schutz,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53e835f7-0bb0-43ca-876c-26604b210b5b_0adc1c5cbd5af884,51,3,3
2024-06-28 10:58:26,2024-06-28 11:03:51,IP Address,201.17.126.34,100,324,True,2024-06-28 11:03:51,R_5MiK19mphryk9qd,,,,,-22.9072,-43.1883,anonymous,EN,Sim,A cada 6 meses,Loja Física,"Arezzo,Paula Torres,Outras",Não,Recomendação de amigos/família,Recomendação,"Elegante,Moderna,Luxuosa","Mais opções de estilo e design,Melhor relação custo-benefício,Qualidade do produto","Informações sobre a qualidade do e o conforto do sapato,Variedade de estilos e peças,Recomendações de amigos/familiares",5,3,4,2,1,"Acessa o site da marca diretamente (qual marca?),Visita lojas físicas para experimentar pessoalmente,Outros",,,,,,,,,,,,,,,,,,,64588530-0529-4579-9268-e64bc5722666_0adc1c5cbd5af884,69,3,2
2024-06-28 11:03:25,2024-06-28 11:04:01,IP Address,201.55.46.43,100,36,True,2024-06-28 11:04:01,R_6OOcnj365IJHLaN,,,,,-23.6283,-46.6409,anonymous,EN,Sim,Uma  vez por ano,Loja Física,"Arezzo,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67ed1e04-fc6c-46af-bf96-719bfd5bea1f_0adc1c5cbd5af884,51,3,2
2024-06-28 11:06:25,2024-06-28 11:07:00,IP Address,177.172.103.247,100,35,True,2024-06-28 11:07:01,R_7snxYYXIFRszerO,,,,,-23.5335,-46.6359,anonymous,EN,Sim,A cada 6 meses,Loja Física,"Arezzo,Schutz,Luiza Barcellos,Alexandre Birman",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c6728830-21d8-46fc-a8d7-79c6c427e1f8_0adc1c5cbd5af884,50,3,2
2024-06-28 11:06:48,2024-06-28 11:07:07,IP Address,45.166.114.161,100,19,True,2024-06-28 11:07:08,R_63mrqAhXckTHnFQ,,,,,-23.6283,-46.6409,anonymous,EN,Sim,Uma  vez por ano,Loja Física,Outras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b6a3028-64cb-4681-8db5-5f9eefaabb50_0adc1c5cbd5af884,29,3,5
2024-06-28 10:51:19,2024-06-28 11:07:35,IP Address,187.43.145.136,100,976,True,2024-06-28 11:07:36,R_6bVrVemNqFUdJlL,,,,,-23.6283,-46.6409,anonymous,EN,Sim,A cada 6 meses,Loja Física,"Arezzo,Schutz,Paula Torres",Não,Loja física,Rede Sociais,"Elegante,Inovadora,Versátil","Iniciativas de sustentabilidade mais atrativas,Presença mais forte nas redes sociais","Promoções/descontos,Informações sobre a qualidade do e o conforto do sapato,Variedade de estilos e peças",5,4,1,2,3,"Visita lojas físicas para experimentar pessoalmente,Busca tendências de moda em redes sociais",,,,,,,,,,,,,,,,,,,257c6f9715901572_0adc1c5cbd5af884_2206f8cc36401143_6a4f8303d31cb57b1ebfa86fa03c3124,57,3,3
2024-06-28 11:08:42,2024-06-28 11:09:08,IP Address,187.32.197.61,100,26,True,2024-06-28 11:09:09,R_12JfBERJ9eidc1m,,,,,-15.7792,-47.9341,anonymous,EN,Sim,A cada 6 meses,Loja Física,Arezzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d4a492d6-2013-40ef-a496-7476b3a972e1_0adc1c5cbd5af884,35,5,3
2024-06-28 11:09:28,2024-06-28 11:10:14,IP Address,200.136.108.49,100,45,True,2024-06-28 11:10:14,R_3kuXUtFZXqhhAxd,,,,,-22.895,-47.0439,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Luiza Barcellos,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a8270289-21e0-4ebe-a18c-14906e1bb9c4_0adc1c5cbd5af884,49,3,1
2024-06-28 11:09:29,2024-06-28 11:10:55,IP Address,200.182.11.2,100,86,True,2024-06-28 11:10:55,R_1VEhGHiS8rOeIeJ,,,,,-23.6283,-46.6409,anonymous,EN,Sim," A cada dois anos",Ambos na mesma proporção,Arezzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d3dcd4be-a2a1-4d27-9a55-34e2e2b88a2c_0adc1c5cbd5af884,73,3,4
2024-06-28 11:10:30,2024-06-28 11:11:04,IP Address,191.205.123.181,100,34,True,2024-06-28 11:11:05,R_1dKEDTUyw1ciB57,,,,,-23.6283,-46.6409,anonymous,EN,Sim,Uma  vez por ano,Ambos na mesma proporção,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5859b524-4379-4fd9-96d0-1f949841a7b1_0adc1c5cbd5af884,40,3,3
2024-06-28 11:07:42,2024-06-28 11:11:08,IP Address,179.116.61.210,100,205,True,2024-06-28 11:11:08,R_3V6troAoIZSl79L,,,,,-23.5335,-46.6359,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman",Sim,,,,,,,,,,,,Redes sociais,Promoter,9,"Qualidade dos produtos,Conforto,Atualização de modelos,Inovação,Sustentabilidade","Qualidade dos produtos,Conforto,Inovação,Sustentabilidade,Diversificação de modelos",Sim,5,5,"Procura pelo produto específico na internet,Acessa o site da marca diretamente,Visita lojas físicas para experimentar pessoalmente,Busca tendências de moda em redes sociais,Assiste vídeos de reviews",Campanhas,,,4,,5,3 a 6 vezes na semana,5,"Ocasiões formais (como casamentos, formaturas ou eventos corporativos)",9c3b0d88-5200-4a8e-96c3-76de33420c99_0adc1c5cbd5af884,49,3,1
2024-06-28 11:09:06,2024-06-28 11:11:09,IP Address,201.92.19.150,100,123,True,2024-06-28 11:11:10,R_7iJffnVgBaJgjwp,,,,,-23.5335,-46.6359,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Luiza Barcellos,Alexandre Birman",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ea0fbfb2-2f64-41cf-9a84-2d5ec8fd5a20_0adc1c5cbd5af884,32,3,1
2024-06-28 11:11:23,2024-06-28 11:12:08,IP Address,201.48.150.129,100,45,True,2024-06-28 11:12:09,R_7B2O8RKFpvOMqTz,,,,,-19.8828,-44.0801,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Alexandre Birman,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f5a91c3-9892-4978-ba1f-918bcddc3dcf_0adc1c5cbd5af884,54,3,1
2024-06-28 11:12:16,2024-06-28 11:13:06,IP Address,189.83.144.32,100,50,True,2024-06-28 11:13:07,R_7l0mVRaCiBNlfWv,,,,,-22.9072,-43.1883,anonymous,EN,Sim,A cada 6 meses,Loja Física,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64cd92d0-bc47-485d-8f1d-cbb8a5090404_0adc1c5cbd5af884,27,3,3
2024-06-28 11:13:12,2024-06-28 11:14:17,IP Address,179.255.50.24,100,65,True,2024-06-28 11:14:18,R_3p58i3qDjPF5WTf,,,,,-15.7792,-47.9341,anonymous,EN,Sim,Uma  vez por ano,Loja Física,"Arezzo,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25539b53-794d-4c4a-9da8-c03a3f6878f6_0adc1c5cbd5af884,42,5,5
2024-06-28 11:13:41,2024-06-28 11:14:18,IP Address,177.33.119.247,100,37,True,2024-06-28 11:14:18,R_8JQ7jF78ffn1fmp,,,,,-23.5335,-46.6359,anonymous,EN,Sim,Somente se os atuais não forem mais utilizáveis,Loja Física,"Arezzo,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86986fc3-0856-4037-8fe5-7dcacab2ddf7_0adc1c5cbd5af884,45,3,2
2024-06-28 11:13:37,2024-06-28 11:14:26,IP Address,189.112.219.193,100,49,True,2024-06-28 11:14:27,R_3QQB7fmWIqeuEgZ,,,,,-26.2659,-48.9987,anonymous,EN,Sim,A cada 6 meses,Loja Física,Arezzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3d3bd947-3f41-4ca2-a27e-e39d1a42d0dc_0adc1c5cbd5af884,52,3,3
2024-06-28 11:10:31,2024-06-28 11:14:45,IP Address,191.177.143.226,100,254,True,2024-06-28 11:14:45,R_2H80UzmABfy0eIN,,,,,-25.4202,-49.2762,anonymous,EN,Sim,Uma  vez por ano,Loja Física,"Arezzo,Schutz,Paula Torres",Não,Redes sociais,Recomendação,"Elegante,Moderna,Versátil","Melhor relação custo-benefício,Qualidade do produto,Promoções e descontos mais frequentes",Informações sobre a qualidade do e o conforto do sapato,5,3,1,2,4,Visita lojas físicas para experimentar pessoalmente,,,,,,,,,,,,,,,,,,,e9e1b5b8-37fd-4aa7-afd8-ec76c63ae7ad_0adc1c5cbd5af884,55,4,3
2024-06-28 11:14:54,2024-06-28 11:15:28,IP Address,189.40.68.244,100,33,True,2024-06-28 11:15:29,R_7CH65YqX0MF1nAU,,,,,-25.5026,-49.2908,anonymous,EN,Sim,A cada 6 meses,Loja Física,Arezzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c7dfa29707a2092a_0adc1c5cbd5af884_8296df74dbbc1918_c92fe5e9f78acf170ea044428f730275,52,4,3
2024-06-28 11:14:15,2024-06-28 11:16:04,IP Address,177.182.214.254,100,109,True,2024-06-28 11:16:05,R_1LgO4AqZqGyL2Y2,,,,,-19.9221,-43.9347,anonymous,EN,Sim,Somente se os atuais não forem mais utilizáveis,Loja Física,"Arezzo,Schutz,Paula Torres,Luiza Barcellos,Alexandre Birman",Não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a379380e-285d-46a3-a383-5fde571cd907_0adc1c5cbd5af884,67,3,1
2024-06-28 11:16:24,2024-06-28 11:17:13,IP Address,186.205.28.206,100,48,True,2024-06-28 11:17:14,R_6pu0tJxgmJS8Njn,,,,,-22.9072,-43.1883,anonymous,EN,Sim,A cada 6 meses,Loja Física,Arezzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2883d191-f338-4760-b1ec-e8a7712c6f3d_0adc1c5cbd5af884,37,3,4
2024-06-28 10:55:17,2024-06-28 11:17:44,IP Address,201.8.37.250,100,1346,True,2024-06-28 11:17:45,R_5dZmoPuWI8bgxtD,,,,,-22.8222,-43.4312,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Paula Torres,Outras",Não,Redes sociais,Recomendação,"Elegante,Moderna,Versátil",Qualidade do produto,"Promoções/descontos,Avaliações e opiniões positivas de outros clientes,Informações sobre a qualidade do e o conforto do sapato",5,4,1,2,3,"Visita lojas físicas para experimentar pessoalmente,Busca tendências de moda em redes sociais,Assiste vídeos de reviews",,,,,,,,,,,,,,,,,,,f9728a9e-7f69-4cff-9cc2-26fea1530904_0adc1c5cbd5af884,27,3,3
2024-06-28 11:17:14,2024-06-28 11:17:54,IP Address,179.116.60.228,100,40,True,2024-06-28 11:17:54,R_3k1hanObdo6d4VG,,,,,-23.5335,-46.6359,anonymous,EN,Sim,A cada 6 meses,Loja Física,"Arezzo,Schutz,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1e12bc6f-e7cd-4af6-a077-9ea039035d40_0adc1c5cbd5af884,35,3,1
2024-06-28 11:15:43,2024-06-28 11:19:51,IP Address,179.242.245.148,100,247,True,2024-06-28 11:19:51,R_1PbmaK8gUI8z7OQ,,,,,-23.5335,-46.6359,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman",Sim,,,,,,,,,,,,Recomendação de amigos/família,Promoter,10,"Qualidade dos produtos,Design,Conforto,Trabalho artesanal,Atualização de modelos,Inovação,Sustentabilidade",Preço,Sim,5,5,"Pede recomendações para conhecidos,Procura pelo produto específico na internet,Acessa o site da marca diretamente,Visita lojas físicas para experimentar pessoalmente,Busca tendências de moda em redes sociais,Assiste vídeos de reviews",Influenciadores,1,2,3,4,5,1 ou 2 vez(es) na semana,5,"Uso diário (no trabalho, escola ou atividades cotidianas)",1fc1cf94-4643-4cad-834e-dff8ad3ee3e2_0adc1c5cbd5af884,32,3,4
2024-06-28 11:20:33,2024-06-28 11:21:04,IP Address,191.57.21.220,100,31,True,2024-06-28 11:21:05,R_6P61MkORffwVfRe,,,,,-22.9201,-43.0811,anonymous,EN,Sim,A cada 6 meses,Online,"Arezzo,Schutz,Alexandre Birman",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0564a188-5b1e-4ba5-9096-28aba704e477_0adc1c5cbd5af884,39,3,1
2024-06-28 11:20:39,2024-06-28 11:21:31,IP Address,168.228.197.92,100,51,True,2024-06-28 11:21:31,R_30Hm6reHlewAQ3D,,,,,-12.7481,-60.1427,anonymous,EN,Sim,Somente se os atuais não forem mais utilizáveis,Ambos na mesma proporção,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03f09152d90a5ff7_0adc1c5cbd5af884_86da36d98dcd6396_813b5d2de9fb2a1678880b3504fec411,48,4,5
2024-06-28 11:21:39,2024-06-28 11:22:08,IP Address,186.220.36.242,100,28,True,2024-06-28 11:22:08,R_7mE5EkAAREZNF5L,,,,,-23.5335,-46.6359,anonymous,EN,Sim,A cada 6 meses,Online,"Arezzo,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86af5545-567c-4da9-a0d1-f0f2d998d79c_0adc1c5cbd5af884,24,3,2
2024-06-28 11:20:07,2024-06-28 11:22:22,IP Address,187.10.104.156,100,135,True,2024-06-28 11:22:23,R_6qO17d7hHgbAJrK,,,,,-23.5335,-46.6359,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman",Sim,,,,,,,,,,,,Redes sociais,Promoter,10,"Qualidade dos produtos,Conforto,Trabalho artesanal","Qualidade dos produtos,Design,Atualização de modelos,Inovação",Sim,5,5,Pede recomendações para conhecidos,Rede Sociais,5,4,1,3,2,3 a 6 vezes na semana,3,"Ocasiões formais (como casamentos, formaturas ou eventos corporativos)",fd3aa1832b483006_0adc1c5cbd5af884_ad144986bcf410f3_0506cb2da918062cd1050cd9058b6147,29,3,2
2024-06-28 11:22:56,2024-06-28 11:23:29,IP Address,179.153.4.50,100,33,True,2024-06-28 11:23:30,R_3GjJqgW9lnfDVcX,,,,,-23.5335,-46.6359,anonymous,EN,Sim,Uma  vez por ano,Loja Física,Outras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59877aa9-6fd1-4cd3-9c74-daa428c43021_0adc1c5cbd5af884,58,3,3
2024-06-28 11:24:02,2024-06-28 11:25:13,IP Address,201.80.0.151,100,70,True,2024-06-28 11:25:13,R_3KIt1K0e3saen3g,,,,,-19.9221,-43.9347,anonymous,EN,Sim,Uma  vez por ano,Ambos na mesma proporção,"Arezzo,Luiza Barcellos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25a936bc-2805-42a2-82a4-5ce45cadfd3a_0adc1c5cbd5af884,44,3,3
2024-06-28 11:26:29,2024-06-28 11:27:22,IP Address,179.110.219.224,100,52,True,2024-06-28 11:27:23,R_5q9IxloZn9rkOJZ,,,,,-23.6283,-46.6409,anonymous,EN,Sim,A cada 6 meses,Online,"Arezzo,Schutz,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251bb2fb-e7f9-4bfd-bf11-70423af39449_0adc1c5cbd5af884,30,3,3
2024-06-28 11:26:28,2024-06-28 11:28:32,IP Address,189.113.211.194,100,124,True,2024-06-28 11:28:33,R_7j8iL4SSs9auAde,,,,,-23.5215,-46.7873,anonymous,EN,Não,Somente se os atuais não forem mais utilizáveis,Loja Física,"Arezzo,Schutz,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aa68ae48-95e9-4be3-b92a-7b4f436261fa_0adc1c5cbd5af884,43,3,3
2024-06-28 11:28:10,2024-06-28 11:28:44,IP Address,170.246.214.201,100,33,True,2024-06-28 11:28:44,R_17IsIjVbM017DoJ,,,,,-23.5257,-46.8288,anonymous,EN,Sim,Somente se os atuais não forem mais utilizáveis,Loja Física,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e3231d88-a279-44af-827a-e697340e35a4_0adc1c5cbd5af884,47,3,1
2024-06-28 11:28:37,2024-06-28 11:28:58,IP Address,187.16.98.242,100,21,True,2024-06-28 11:28:58,R_6eyOEDTa9y44tGx,,,,,-22.9201,-43.0811,anonymous,EN,Sim,Uma  vez por ano,Online,"Arezzo,Schutz,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5965fc58-3107-426c-84df-6b07efb4f0ce_0adc1c5cbd5af884,30,3,4
2024-06-28 11:29:36,2024-06-28 11:29:51,IP Address,179.93.142.98,100,15,True,2024-06-28 11:29:52,R_7Qh725iEC4AZe5Y,,,,,-23.4794,-46.5116,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,Outras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0068f04024c5ffd3_0adc1c5cbd5af884_6cb849456242c63c_b15623d207c3d9f204a2dbb9f2227574,33,3,3
2024-06-28 11:30:27,2024-06-28 11:31:03,IP Address,191.33.27.163,100,36,True,2024-06-28 11:31:04,R_3mQ8pSjm0xfU1sd,,,,,-22.9201,-43.0811,anonymous,EN,Sim,A cada 6 meses,Online,"Arezzo,Schutz,Luiza Barcellos,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acd0ae2a-ceff-409b-92a4-45825acfbe44_0adc1c5cbd5af884,43,3,2
2024-06-28 11:29:31,2024-06-28 11:31:26,IP Address,177.220.186.212,100,115,True,2024-06-28 11:31:26,R_65yZOuZxCONdcwS,,,,,-25.5026,-49.2908,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman",Sim,,,,,,,,,,,,Redes sociais,Detractor,4,Design,Qualidade dos produtos,Sim,2,4,"Pede recomendações para conhecidos,Procura pelo produto específico na internet,Acessa o site da marca diretamente,Visita lojas físicas para experimentar pessoalmente,Busca tendências de moda em redes sociais,Assiste vídeos de reviews",Recomendação,5,4,1,2,3,1 ou 2 vez(es) na semana,1,"Uso diário (no trabalho, escola ou atividades cotidianas)",d82649cc-af7a-4614-a842-3ae5e2cd2598_0adc1c5cbd5af884,30,4,1
2024-06-28 11:29:56,2024-06-28 11:31:38,IP Address,189.62.151.89,100,101,True,2024-06-28 11:31:39,R_67qBWYjqfV4wCxr,,,,,-23.5335,-46.6359,anonymous,EN,Sim,Somente se os atuais não forem mais utilizáveis,Loja Física,Outras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47e719d2-65c8-46de-991b-c27000a9836e_0adc1c5cbd5af884,49,3,3
2024-06-28 11:30:59,2024-06-28 11:32:08,IP Address,177.220.187.213,100,68,True,2024-06-28 11:32:08,R_1aBz0KwJKRtyFMJ,,,,,-25.5026,-49.2908,anonymous,EN,Sim,Somente se os atuais não forem mais utilizáveis,Loja Física,"Arezzo,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3b33b31d-e402-4126-af7b-4770608f1ba2_0adc1c5cbd5af884,71,4,3
2024-06-28 11:34:16,2024-06-28 11:34:39,IP Address,187.20.29.200,100,23,True,2024-06-28 11:34:39,R_3kn1ZOfAuS5hK5N,,,,,-19.9221,-43.9347,anonymous,EN,Sim," A cada dois anos",Loja Física,"Arezzo,Schutz,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281ebb1f-2d35-48c1-918e-2ddd544d13f1_0adc1c5cbd5af884,33,3,3
2024-06-28 11:34:54,2024-06-28 11:37:12,IP Address,168.181.48.17,100,138,True,2024-06-28 11:37:12,R_1EB7a6ToJufjc1v,,,,,-25.5026,-49.2908,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Paula Torres",Não,Recomendação de amigos/família,Rede Sociais,"Elegante,Versátil,Luxuosa","Mais opções de estilo e design,Qualidade do produto","Promoções/descontos,Avaliações e opiniões positivas de outros clientes,Variedade de estilos e peças",1,2,3,4,5,"Procura pelo produto específico na internet,Acessa o site da marca diretamente (qual marca?),Assiste vídeos de reviews",,,,,,,,,,,,,,,,,,,3a062257-72f7-4a34-8d6d-cdc1d3f7a537_0adc1c5cbd5af884,48,4,3
